Industry,PRIORITY,Business Name,Phone,Notes,Web Status,Claimed?,Tech Stack,Email,Socials,Address,Rating,Website
Nail Salons,GOLD,Nail by Young,+1 212-873-2473,No specific digital presence. ,NO WEBSITE,true,,,,"165 W 72nd St, New York, NY 10023, United States",4.8,
Nail Salons,GOLD,"Glitter & Polish, Nails & Spa",+1 646-669-7321,No specific digital presence. ,NO WEBSITE,true,,,,"248 E 44th St, New York, NY 10017, United States",4.8,
Salons,GOLD,Pinetree Nail Salon,+1 718-319-1682,No specific digital presence. ,NO WEBSITE,true,,,,"3207 Westchester Ave, Bronx, NY 10461, United States",4.8,
Nail Salons,GOLD,Marian Nails,+1 347-293-7176,No specific digital presence. ,NO WEBSITE,true,,,,"2568 E Tremont Ave, Bronx, NY 10461, United States",4.8,
Nail Salons,GOLD,Perfect Beauty Nails Spa,+1 347-851-5485,No specific digital presence. ,NO WEBSITE,true,,,,"708 Lydig Ave, Bronx, NY 10462, United States",4.8,
Nail Salons,GOLD,Nail Heaven,+1 718-708-6551,No specific digital presence. ,NO WEBSITE,true,,,,"1352 E Gun Hill Rd, Bronx, NY 10469, United States",4.8,
Salons,GOLD,Fancy Nails Salon II,+1 347-431-3309,No specific digital presence. ,NO WEBSITE,true,,,,"241 Bedford Park Blvd, Bronx, NY 10458, United States",4.8,
Nail Salons,GOLD,Genial Nail & Spa,+1 718-829-8888,No specific digital presence. ,NO WEBSITE,true,,,,"2088 White Plains Rd, Bronx, NY 10462, United States",4.8,
Nail Salons,GOLD,Family Nails & Spa,+1 347-398-0362,No specific digital presence. ,NO WEBSITE,true,,,,"2930 Westchester Ave, Bronx, NY 10461, United States",4.8,
Nail Salons,GOLD,Thao Nails Inc.,+1 718-684-1695,No specific digital presence. ,NO WEBSITE,true,,,,"2459B E Tremont Ave, Bronx, NY 10461, United States",4.8,
Nail Salons,GOLD,Paradise Nails & Spa (E Tremont),+1 718-866-8682,No specific digital presence. ,NO WEBSITE,true,,,,"3552 E Tremont Ave, Bronx, NY 10465, United States",4.8,
Nail Salons,GOLD,New Queen Nail,+1 718-993-1093,No specific digital presence. ,NO WEBSITE,true,,,,"615 3 Melrose Ave, Bronx, NY 10455, United States",4.8,
Nail Salons,GOLD,Lolita Fancy Nails,+1 347-280-9832,No specific digital presence. ,NO WEBSITE,true,,,,"1878a Cross Bronx Expy, Bronx, NY 10472, United States",4.8,
Nail Salons,GOLD,Claudia Nails,+1 718-975-0145,No specific digital presence. ,NO WEBSITE,true,,,,"625 E 189th St, Bronx, NY 10458, United States",4.8,
Nail Salons,GOLD,Royal Diamond Nail,+1 718-822-4796,No specific digital presence. ,NO WEBSITE,true,,,,"1440 Williamsbridge Rd, Bronx, NY 10461, United States",4.8,
Nail Salons,GOLD,Clara's Nail & Spa,+1 347-293-5701,No specific digital presence. ,NO WEBSITE,true,,,,"3011 Middletown Rd, Bronx, NY 10461, United States",4.8,
Painters,GOLD,AZ PAINTING & HOME IMPROVEMENT,+1 917-907-2468,No specific digital presence. ,NO WEBSITE,true,,,,"72-11 Austin St #231, Forest Hills, NY 11375, United States",5,
Painters,GOLD,NPG Painting Contracting,+1 646-606-8019,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Painters,GOLD,Aldo and Alvy painting,+1 512-290-4459,No specific digital presence. ,NO WEBSITE,true,,,,"79-27 Myrtle Ave Apt 2, Glendale, NY 11385, United States",5,
Construction,GOLD,MC paint & Renovation Service,+1 646-589-3447,No specific digital presence. ,NO WEBSITE,true,,,,"102-04 Lewis Ave, Corona, NY 11368, United States",5,
Construction,GOLD,2E BUILDERS PAINTING & REFINISHING Inc.,+1 347-619-4636,No specific digital presence. ,NO WEBSITE,true,,,,"72-11 Austin St Apt 409, Forest Hills, NY 11375, United States",5,
Painters,GOLD,Astoria House Painters,+1 551-220-0633,No specific digital presence. ,NO WEBSITE,true,,,,"32-05 Newtown Ave, Astoria, NY 11102, United States",5,
Painters,GOLD,Flushing Expert Painter's,+1 516-920-0893,No specific digital presence. ,NO WEBSITE,true,,,,"31-99-31-1, Murray St, Flushing, NY 11354, United States",5,
Construction,GOLD,Ahern's Painting Contractors,+1 718-639-5880,No specific digital presence. ,NO WEBSITE,true,,,,"69-24 49th Ave, Flushing, NY 11377, United States",5,
Painters,GOLD,Eivissa Painting,+1 718-559-0453,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Painters,GOLD,Carlos Painting and General Contracting,+1 917-687-7587,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Painters,GOLD,G & S All Pro Painting,+1 914-564-2883,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Construction,GOLD,Barthel & Sons Painting Contractors,+1 718-445-8554,No specific digital presence. ,NO WEBSITE,true,,,,"61-16 163rd St, Flushing, NY 11365, United States",5,
Painters,GOLD,Paintlc,+1 347-356-6263,No specific digital presence. ,NO WEBSITE,true,,,,"32-11 112th St, Flushing, NY 11369, United States",5,
Painters,GOLD,Astoria Handyman and Painter,+1 917-935-4838,No specific digital presence. ,NO WEBSITE,true,,,,"37-08 31st Ave, Astoria, NY 11103, United States",5,
Painters,GOLD,Quality Painters of Long Island,+1 347-774-4227,No specific digital presence. ,NO WEBSITE,true,,,,"10-44 47th Ave #3H, Long Island City, NY 11101, United States",5,
Painters,GOLD,UU Painters Jackson Heights,+1 347-801-2746,No specific digital presence. ,NO WEBSITE,true,,,,"94-06 Astoria Blvd, Flushing, NY 11369, United States",5,
Construction,GOLD,JAT PAINTING CONSTRUCTION CORP.,+1 347-561-8883,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Painters,GOLD,Jerrys Painting Services Inc,+1 646-207-1082,No specific digital presence. ,NO WEBSITE,true,,,,"12 E 87th St, New York, NY 10128, United States",5,
Painters,GOLD,Luxury Painting & Restoration,+1 718-274-9600,No specific digital presence. ,NO WEBSITE,true,,,,"14-54 31st Ave, Astoria, NY 11106, United States",5,
Painters,GOLD,Allure Painting & Decorating,+1 718-982-8602,No specific digital presence. ,NO WEBSITE,true,,,,"129 Vassar St, Staten Island, NY 10314, United States",5,
Painters,GOLD,Superior Painter & Drywall Works,+1 732-352-1760,No specific digital presence. ,NO WEBSITE,true,,,,"15 Hewitt Ave, Staten Island, NY 10301, United States",5,
Service Pro,GOLD,Staten Island GC,+1 917-657-3346,No specific digital presence. ,NO WEBSITE,true,,,,"106 Silver Lake Rd, Staten Island, NY 10301, United States",5,
Painters,GOLD,Althoff Painting,+1 718-981-6608,No specific digital presence. ,NO WEBSITE,true,,,,"207 Utter Ave, Staten Island, NY 10314, United States",5,
Painters,GOLD,Lances Paperhanging & Paint,+1 718-356-4962,No specific digital presence. ,NO WEBSITE,true,,,,"52 Bennett Ave, Staten Island, NY 10312, United States",5,
Painters,GOLD,Island Painter & Dry wall Innovations,+1 332-223-5803,No specific digital presence. ,NO WEBSITE,true,,,,"101 Little Clove Rd, Staten Island, NY 10301, United States",5,
Painters,GOLD,George and Son's Painting,+1 718-772-2417,No specific digital presence. ,NO WEBSITE,true,,,,"11 Pilcher St, Staten Island, NY 10314, United States",5,
Painters,GOLD,Smooth Painter & Drywall Finish,+1 332-223-5796,No specific digital presence. ,NO WEBSITE,true,,,,"15 Bank St, Staten Island, NY 10301, United States",5,
Painters,GOLD,J K Painting,+1 718-982-8849,No specific digital presence. ,NO WEBSITE,true,,,,"623 Travis Ave, Staten Island, NY 10314, United States",5,
Construction,GOLD,Prowins Construction Corp,+1 718-844-7944,No specific digital presence. ,NO WEBSITE,true,,,,"68 Roosevelt Ave, Staten Island, NY 10314, United States",5,
Painters,GOLD,NYC Painting Conctracting Inc,+1 347-219-8593,No specific digital presence. ,NO WEBSITE,true,,,,"57 Mapleton Ave, Staten Island, NY 10306, United States",5,
Construction,GOLD,3GS Construction - General Contractor for Home Improvement and Renovations,+1 917-604-2525,No specific digital presence. ,NO WEBSITE,true,,,,"19 Kingsbridge Ave, Staten Island, NY 10314, United States",5,
Service Pro,GOLD,,,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Painters,GOLD,Exterior Painting | NY Contracting Corp,+1 718-838-2088,No specific digital presence. ,NO WEBSITE,true,,,,"1365 White Plains Rd, Bronx, NY 10462, United States",5,
Painters,GOLD,5 Line Painting,+1 929-504-0428,No specific digital presence. ,NO WEBSITE,true,,,,"1129 Vyse Ave, Bronx, NY 10459, United States",5,
Construction,GOLD,"Unique Painting & Remodeling, Inc.",+1 914-357-1488,No specific digital presence. ,NO WEBSITE,true,,,,"1827 Tomlinson Ave, Bronx, NY 10461, United States",5,
Construction,GOLD,New Mark Painting And Construction Inc,+1 347-615-0007,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Painters,GOLD,4M Painting and contracting LLC,+1 646-250-0403,No specific digital presence. ,NO WEBSITE,true,,,,"2224 Quimby Ave, Bronx, NY 10473, United States",5,
Painters,GOLD,WOW Painting LLC,+1 347-266-1535,No specific digital presence. ,NO WEBSITE,true,,,,"2197 Cruger Ave, Bronx, NY 10462, United States",5,
Painters,GOLD,briggs and sons precision paintig inc,+1 201-600-0690,No specific digital presence. ,NO WEBSITE,true,,,,"3210 Bainbridge Ave, Bronx, NY 10467, United States",5,
Painters,GOLD,PAVLOVIC PAINTING & CONTRACTING,+1 914-365-0567,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Painters,GOLD,Smooth Brush Painting,+1 917-655-3890,No specific digital presence. ,NO WEBSITE,true,,,,"1618 Ohm Ave, Bronx, NY 10465, United States",5,
Painters,GOLD,Decor Painter LLC,+1 347-290-0722,No specific digital presence. ,NO WEBSITE,true,,,,"2615 Jerome Ave #1, Bronx, NY 10468, United States",5,
Painters,GOLD,SUPREME INTERIOR & EXTERIOR PAINTING,+1 212-222-2023,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Construction,GOLD,United construction and painting,+1 917-361-8622,No specific digital presence. ,NO WEBSITE,true,,,,"25 Bay 49th St, Brooklyn, NY 11214, United States",5,
Service Pro,GOLD,Steven's Perfect,+1 305-303-2933,No specific digital presence. ,NO WEBSITE,true,,,,"159 20th St, Brooklyn, NY 11232, United States",5,
Painters,GOLD,Brooklyn Expert Painting,+1 332-222-9086,No specific digital presence. ,NO WEBSITE,true,,,,"1211-1181 Brooklyn Ave, Brooklyn, NY 11203, United States",5,
Painters,GOLD,Brooklyn Painters Pro,+1 347-966-3685,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Painters,GOLD,Platinum Painter Brooklyn,+1 862-626-0041,No specific digital presence. ,NO WEBSITE,true,,,,"765 Nostrand Ave, Brooklyn, NY 11216, United States",5,
Painters,GOLD,Painting services,+1 929-340-6656,No specific digital presence. ,NO WEBSITE,true,,,,"1601 W 7th St, Brooklyn, NY 11223, United States",5,
Construction,GOLD,Ari Painting & Construction Corp.,,No specific digital presence. ,NO WEBSITE,true,,,,"1848 47th St, Brooklyn, NY 11204, United States",5,
Painters,GOLD,Painters Ny,+1 347-749-5167,No specific digital presence. ,NO WEBSITE,true,,,,"7602 21st Ave, Brooklyn, NY 11214, United States",5,
Painters,GOLD,paint district,+1 929-828-0645,No specific digital presence. ,NO WEBSITE,true,,,,"615 Crown St, Brooklyn, NY 11213, United States",5,
Painters,GOLD,Particular Painting Co.,+1 646-450-8023,No specific digital presence. ,NO WEBSITE,true,,,,"101 Visitation Pl, Brooklyn, NY 11231, United States",5,
Painters,GOLD,G & K House Painters,+1 917-924-6116,No specific digital presence. ,NO WEBSITE,true,,,,"191 Atlantic Ave, Brooklyn, NY 11201, United States",5,
Painters,GOLD,Anytime House Painting Queens,+1 917-764-2251,No specific digital presence. ,NO WEBSITE,true,,,,"90-27 Sutphin Blvd #404, Jamaica, NY 11435, United States",5,
Painters,GOLD,Churchill Painting Corp.,+1 718-200-4133,No specific digital presence. ,NO WEBSITE,true,,,,"166 Industrial Loop Bay 3, Staten Island, NY 10309, United States",5,
Construction,GOLD,VNR Home Renovation,+1 917-751-9418,No specific digital presence. ,NO WEBSITE,true,,,,"440 Colon Ave, Staten Island, NY 10308, United States",5,
Painters,GOLD,J M Painting Plus,+1 718-727-3189,No specific digital presence. ,NO WEBSITE,true,,,,"1290 Richmond Rd, Staten Island, NY 10304, United States",5,
Service Pro,GOLD,Pro Handyman Services,+1 917-346-5974,No specific digital presence. ,NO WEBSITE,true,,,,"47 Woodrow Rd, Staten Island, NY 10312, United States",5,
Painters,GOLD,NYC Painters Solutions & Handyman,+1 646-904-8849,No specific digital presence. ,NO WEBSITE,true,,,,"61 E 97th St Unit 20, New York, NY 10029, United States",5,
Construction,GOLD,Boss construction & painting,+1 718-233-5000,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Painters,GOLD,Illyrians Painting,+1 646-599-0708,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Painters,GOLD,Bokum Family Painting,+1 646-302-1246,No specific digital presence. ,NO WEBSITE,true,,,,"1310 Sheridan Ave, Bronx, NY 10456, United States",5,
Landscaping,GOLD,Brooklyn Landscaping,+1 718-339-3837,No specific digital presence. ,NO WEBSITE,true,,,,"1978 Coyle St, Brooklyn, NY 11229, United States",4.9,
Landscaping,GOLD,Tiros Landscaping and Gardening corp,+1 347-375-2396,No specific digital presence. ,NO WEBSITE,true,,,,"841 McDonald Ave, Brooklyn, NY 11218, United States",4.9,
Landscaping,GOLD,Priority Landscaping & Nursery,+1 718-376-3344,No specific digital presence. ,NO WEBSITE,true,,,,"1861 McDonald Ave, Brooklyn, NY 11223, United States",4.9,
Landscaping,GOLD,Casanova Gardening & Landscaping,+1 718-998-4643,No specific digital presence. ,NO WEBSITE,true,,,,"1666 E 36th St, Brooklyn, NY 11234, United States",4.9,
Landscaping,GOLD,Ianni Landscaping,+1 718-209-3238,No specific digital presence. ,NO WEBSITE,true,,,,"2414 E 11th St, Brooklyn, NY 11235, United States",4.9,
Service Pro,GOLD,NY I GREEN LLC Artificial Turf,+1 718-877-5456,No specific digital presence. ,NO WEBSITE,true,,,,"2225 E 59th Pl, Brooklyn, NY 11234, United States",4.9,
Landscaping,GOLD,Loffreno Landscaping,+1 718-448-7568,No specific digital presence. ,NO WEBSITE,true,,,,"195 Granite Ave, Staten Island, NY 10303, United States",4.9,
Landscaping,GOLD,25 A Cut Landscaping INC,+1 347-323-0434,No specific digital presence. ,NO WEBSITE,true,,,,"Staten Island, NY 10306, United States",4.9,
Lawyers,GOLD,J&V Landscape Design & Lawncare L.L.C,+1 347-777-6295,No specific digital presence. ,NO WEBSITE,true,,,,"10 Bennett St suite.#1, Staten Island, NY 10302, United States",4.9,
Landscaping,GOLD,"Russo's Landscaping, LLC",+1 718-727-7914,No specific digital presence. ,NO WEBSITE,true,,,,"415 Davis Ave, Staten Island, NY 10310, United States",4.9,
Landscaping,GOLD,J K Landscaping,+1 718-317-1426,No specific digital presence. ,NO WEBSITE,true,,,,"125 Industrial Loop E, Staten Island, NY 10309, United States",4.9,
Landscaping,GOLD,Asap Landscape & Design,+1 718-690-8027,No specific digital presence. ,NO WEBSITE,true,,,,,4.9,
Lawyers,GOLD,Lawn-Cutters,+1 718-987-5296,No specific digital presence. ,NO WEBSITE,true,,,,"149 Mason St, Staten Island, NY 10304, United States",4.9,
Landscaping,GOLD,Four Seasons Landscaping,+1 718-494-1828,No specific digital presence. ,NO WEBSITE,true,,,,"517 W Caswell Ave, Staten Island, NY 10314, United States",4.9,
Landscaping,GOLD,Calixto Landscaping Inc,+1 718-702-6137,No specific digital presence. ,NO WEBSITE,true,,,,"100 Spartan Ave, Staten Island, NY 10303, United States",4.9,
Landscaping,GOLD,Cutting Edge Landscaping,+1 718-667-5635,No specific digital presence. ,NO WEBSITE,true,,,,"371 Seaver Ave, Staten Island, NY 10305, United States",4.9,
Landscaping,GOLD,Mario's Landscaping Inc. of Staten Island,+1 718-727-0491,No specific digital presence. ,NO WEBSITE,true,,,,"12 Lagrange Pl, Staten Island, NY 10302, United States",4.9,
Landscaping,GOLD,Santana landscaping,+1 347-552-7283,No specific digital presence. ,NO WEBSITE,true,,,,"453 Wild Ave, Staten Island, NY 10314, United States",4.9,
Landscaping,GOLD,Kings County Landscaping Inc,+1 718-317-7048,No specific digital presence. ,NO WEBSITE,true,,,,"25 Tudor St, Staten Island, NY 10308, United States",4.9,
Cleaning,GOLD,Clean Perimeters LLC,+1 646-806-7326,No specific digital presence. ,NO WEBSITE,true,,,,"384 Englewood Ave, Staten Island, NY 10309, United States",4.9,
Landscaping,GOLD,Manhattan Landscape Company,+1 212-470-8262,No specific digital presence. ,NO WEBSITE,true,,,,"511 W 139th St, New York, NY 10031, United States",5,
Landscaping,GOLD,Barragan Landscape,+1 316-308-6323,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Lawyers,GOLD,TerraScape Lawn Care & Landscaping,+1 785-577-9301,No specific digital presence. ,NO WEBSITE,true,,,,"1326 Houston St, Manhattan, KS 66502, United States",5,
Lawyers,GOLD,Rabbits Lawn Care,+1 785-341-7448,No specific digital presence. ,NO WEBSITE,true,,,,"2140 Patricia Pl, Manhattan, KS 66502, United States",5,
Landscaping,GOLD,Flat Rock Landscaping,+1 785-477-6111,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Service Pro,GOLD,MHK Yard and Gravel,+1 785-410-6201,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Service Pro,GOLD,The Fire Brigade,+1 785-410-0383,No specific digital presence. ,NO WEBSITE,true,,,,"2408 Buena Vista Dr, Manhattan, KS 66502, United States",5,
Lawyers,GOLD,Schulte's Lawn & Landscape,+1 785-313-5340,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Landscaping,GOLD,Midwest Plowing Landscape,+1 785-236-2087,No specific digital presence. ,NO WEBSITE,true,,,,"713 Diebler Pl, Manhattan, KS 66502, United States",5,
Service Pro,GOLD,Nestler Walter G,+1 718-842-5356,No specific digital presence. ,NO WEBSITE,true,,,,"511 Bolton Ave, Bronx, NY 10473, United States",5,
Landscaping,GOLD,Hernandez G. Landscaping LLC,+1 929-677-9059,No specific digital presence. ,NO WEBSITE,true,,,,"929 Burke Ave, Bronx, NY 10469, United States",5,
Landscaping,GOLD,Coppola Paving & Landscaping,+1 718-325-8815,No specific digital presence. ,NO WEBSITE,true,,,,"3830 Boston Rd, Bronx, NY 10475, United States",5,
Landscaping,GOLD,Carino Gardens Corp.,+1 347-664-5428,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Landscaping,GOLD,WOW Landscape And Design,+1 646-821-5350,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Landscaping,GOLD,Peachtree Landscape & Design LLC,+1 914-451-8300,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Lawyers,GOLD,Marc's Lawn Care Service & Landscaping,,No specific digital presence. ,NO WEBSITE,true,,,,"2800 Bruckner Blvd, Bronx, NY 10465, United States",5,
Landscaping,GOLD,Jose Landscaping,+1 917-669-9362,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Service Pro,GOLD,"L & G Design, Corporation",+1 917-217-4510,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Service Pro,GOLD,Blade Sunny Turf,,No specific digital presence. ,NO WEBSITE,true,,,,"302 City Island Ave, Bronx, NY 10464, United States",5,
Lawyers,GOLD,"C & S Property Maintenance and Lawn care, Inc.",+1 914-563-2712,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Landscaping,GOLD,JPelcastre Landscaping and Masonry,+1 914-727-2994,No specific digital presence. ,NO WEBSITE,true,,,,,5,
Landscaping,GOLD,Aldo Landscaping Corp.,+1 347-777-1403,No specific digital presence. ,NO WEBSITE,true,,,,"29 South St, Staten Island, NY 10310, United States",4.9,
Landscaping,GOLD,Capri Landscaping Inc,+1 718-494-8973,No specific digital presence. ,NO WEBSITE,true,,,,"4005 Victory Blvd, Staten Island, NY 10314, United States",4.9,
Cleaning,GOLD,Blue Jay Landscaping and Cleaning Inc.,+1 718-273-9013,No specific digital presence. ,NO WEBSITE,true,,,,"149 Clinton Pl, Staten Island, NY 10302, United States",4.9,
Landscaping,GOLD,Smith Bros Mowing And Landscaping,+1 785-770-6780,No specific digital presence. ,NO WEBSITE,true,,,,"Virginia Dr, Manhattan, KS 66502, United States",5,
